Tutorial Group,Team Assigned,Student ID,School,Name,Gender,CGPA
G-56,Team 08,3938,CCEB,Qinwen,F,4.1
G-56,Team 08,936,SoH,Jasmine Lee,F,4.0
G-56,Team 09,2885,CCEB,Nafisa Iqbal,F,4.22
G-56,Team 09,3449,SPMS,Daniel Taylor,M,4.14
G-56,Team 09,4267,CoE,Aubrey Sanchez,F,4.03
G-56,Team 09,428,CoB (NBS),Diana Wong,F,3.89
G-56,Team 09,5795,WKW SCI,Ulysses Wong,M,3.9
G-56,Team 10,1958,EEE,James Turner,M,4.08
G-56,Team 10,3014,LKCMedicine,Wei Lin,F,4.15
G-56,Team 10,4963,CoB (NBS),Bushra Ali,F,4.05
G-56,Team 10,5486,CCEB,Ananya Bansal,F,4.11
G-56,Team 10,710,CEE,Yasmine Price,F,4.03
G-57,Team 01,1920,NIE,Ashok Reddy,M,3.95
G-57,Team 01,1935,ADM,Yuri Viktorov,M,4.05
G-57,Team 01,4250,CCDS,Pooja Reddy,F,4.02
G-57,Team 01,5391,EEE,Addison Cooper,F,4.01
G-57,Team 01,922,MAE,Rajesh Sharma,M,4.08
G-57,Team 02,2016,MAE,Jaxon Hall,M,3.9
G-57,Team 02,2557,EEE,Elena Mikhailovna,F,3.89
G-57,Team 02,3896,NIE,Irfan Bin Zain,M,4.02
G-57,Team 02,4023,CCDS,Nina Ali,F,4.22
G-57,Team 02,4936,SBS,Sadia Javed,F,3.95
G-57,Team 03,1110,CoB (NBS),Riya Nair,F,4.0
G-57,Team 03,1900,MAE,Riku Yamamoto,M,4.15
G-57,Team 03,217,CoB (NBS),Grace Bell,F,4.01
G-57,Team 03,3106,SBS,Tobias Li,M,4.12
G-57,Team 03,3134,EEE,Soo-Yeon Park,F,4.03
G-57,Team 04,1467,CCDS,Oliver Wu,M,4.17
G-57,Team 04,3929,ASE,Rhea Kaur,F,4.06
G-57,Team 04,4950,CCEB,Aiko Yoshida,F,3.94
G-57,Team 04,518,NIE,Meher Noor,F,4.17
G-57,Team 04,5306,WKW SCI,Harsh Patel,M,3.89
G-57,Team 05,1208,CEE,Vivek Iyer,M,4.09
G-57,Team 05,1849,CCEB,Savannah Thompson,F,4.02
G-57,Team 05,4948,MAE,Sofia Ng,F,4.01
G-57,Team 05,5354,CoE,Maya Bansal,F,4.02
G-57,Team 05,5957,CCDS,Jude Ong,M,4.12
G-57,Team 06,1772,MAE,Nina Zhang,F,4.18
G-57,Team 06,2667,SoH,Jin Zhi Lim,M,3.9
G-57,Team 06,4395,MSE,Lina Zhou,F,4.2
G-57,Team 06,4489,CCEB,Ritika Das,F,4.03
G-57,Team 06,4915,EEE,Theo Santos,M,4.09
G-57,Team 07,1213,EEE,Noah Murphy,M,4.15
G-57,Team 07,2408,CoB (NBS),Leo Santos,M,4.09
G-57,Team 07,3459,CCEB,Lola Wu,F,4.06
G-57,Team 07,3940,MAE,Kaylee Turner,F,4.02
G-57,Team 07,4136,SPMS,Isha Kapoor,F,4.02
G-57,Team 08,1258,CCDS,William Stewart,M,4.11
G-57,Team 08,157,SoH,Fatimah Omar,F,4.03
G-57,Team 08,1647,MAE,Jenna Tan,F,4.11
G-57,Team 08,1703,EEE,Matthew Perez,M,4.01
G-57,Team 08,420,CCEB,Liang Wei Tan,F,4.2
G-57,Team 09,1531,EEE,Grayson Lee,M,4.01
G-57,Team 09,1886,CCEB,Li Ming,F,4.05
G-57,Team 09,3486,CCDS,Soren Liu,M,4.04
G-57,Team 09,4171,MAE,Hannah Lee,F,4.12
G-57,Team 09,4730,CoE,Charlotte Chang,F,4.04
G-57,Team 10,1755,CCDS,Saad Khan,M,4.09
G-57,Team 10,234,MAE,Asha Kakade,F,4.08
G-57,Team 10,2568,EEE,Ethan Smith,M,3.89
G-57,Team 10,5131,CCEB,Harper Robinson,F,4.2
G-57,Team 10,646,SSS,Ananya Das,F,4.08
G-58,Team 01,2406,EEE,Chase Rivera,M,4.21
G-58,Team 01,3785,CCEB,Amani Yusof,F,4.02
G-58,Team 01,3827,CEE,Soren Liu,M,4.01
G-58,Team 01,5967,CoB (NBS),Amina Khan,F,4.03
G-58,Team 01,661,SPMS,Riyaz Khan,M,4.17
G-58,Team 02,1024,EEE,Jayden Turner,M,4.08
G-58,Team 02,3714,CCEB,Emily Davis,F,4.16
G-58,Team 02,4790,SoH,Yvette Chan,F,4.1
G-58,Team 02,5021,CoB (NBS),Indah Tanjung,F,4.1
G-58,Team 02,5530,CoE,Kiran Desai,M,3.9
G-58,Team 03,1439,EEE,Ryan Zhao,M,4.26
G-58,Team 03,152,CoB (NBS),Maya Khan,F,4.05
G-58,Team 03,2558,CoE,Matthew Thompson,M,4.23
G-58,Team 03,3697,MAE,Yasmin Tan,F,4.05
G-58,Team 03,95,CCEB,Abigail Rodriguez,F,4.02
G-58,Team 04,1406,CoB (NBS),Meera Choudhury,F,4.03
G-58,Team 04,3483,SBS,Wei Li,F,4.12
G-58,Team 04,4468,EEE,Graham Tsang,M,4.23
G-58,Team 04,4721,CCEB,Sarita Sharma,F,4.2
G-58,Team 04,5096,CoE,Owais Tariq,M,4.01
G-58,Team 05,1106,CCDS,Tina Yeo,F,4.1
G-58,Team 05,1727,SoH,Sari Ningsih,F,4.25
G-58,Team 05,1934,CoB (NBS),Mei Hwa,F,3.95
G-58,Team 05,2532,EEE,Sami Khan,M,3.93
G-58,Team 05,2682,MAE,Eli Martinez,M,3.85
G-58,Team 06,1128,MAE,Rohit Sharma,M,4.01
G-58,Team 06,296,EEE,Shanaya Chan,F,4.03
G-58,Team 06,4623,CCDS,Uma Parker,F,4.52
G-58,Team 06,4969,CEE,Alvin Tan,M,4.18
G-58,Team 06,670,MSE,Saanvi Sharma,F,4.01
G-58,Team 07,4363,SSS,Reina Fujimoto,F,4.19
G-58,Team 07,5584,EEE,Sable Lin,F,4.15
G-58,Team 07,5749,SSS,Charlotte Zhang,F,4.15
G-58,Team 07,5768,CEE,Binh Nguyen,M,4.03
G-58,Team 07,939,SBS,Daniel Green,M,4.52
G-58,Team 08,2267,EEE,Maya Bennett,F,4.03
G-58,Team 08,2717,CoE,Kavya Iyer,F,4.14
G-58,Team 08,3071,MSE,Lumina Tsai,F,3.93
G-58,Team 08,314,SoH,Chen Li,M,4.15
G-58,Team 08,3235,CoB (NBS),Timothy Reed,M,4.19
G-58,Team 09,1735,SPMS,Lara Smith,F,4.11
G-58,Team 09,2095,CoB (NBS),Malcolm Yang,M,4.11
G-58,Team 09,3876,CEE,Shalini Reddy,F,3.85
G-58,Team 09,4980,EEE,Haarika Reddy,F,4.15
G-58,Team 09,627,CCDS,Simon Tan,M,4.1
G-58,Team 10,1999,CEE,Erica Lim,F,4.2
G-58,Team 10,3614,SSS,Ellie Sanchez,F,4.01
G-58,Team 10,3653,CCDS,Scott Santos,M,4.05
G-58,Team 10,5441,EEE,Grace Tan,F,4.19
G-58,Team 10,964,CoB (NBS),Kien Tran,M,4.26
G-59,Team 01,1642,CoE,Brayden Young,M,4.17
G-59,Team 01,348,EEE,Madison Murphy,F,3.86
G-59,Team 01,4125,CCDS,Rizqi Bin Farhan,M,4.0
G-59,Team 01,5630,EEE,Stella James,F,4.01
G-59,Team 01,5854,CoB (NBS),Dedy Kurniawan,M,3.85
G-59,Team 02,1739,CoB (NBS),Ximena Li,F,4.05
G-59,Team 02,2760,MAE,Bella Brooks,F,4.02
G-59,Team 02,4497,CoB (NBS),Jeremiah Green,M,4.04
G-59,Team 02,4813,CEE,Aaron Wu,M,4.02
G-59,Team 02,4925,SBS,Zhao Chen,F,4.09
G-59,Team 03,1334,CoB (NBS),Milo Cruz,M,4.03
G-59,Team 03,1575,MAE,Holly Cheung,F,4.0
G-59,Team 03,3678,CCEB,Valentina Mikhailova,F,3.91
G-59,Team 03,3893,CEE,Tyler Johnson,M,4.12
G-59,Team 03,5997,CoB (NBS),Xiang Li,F,4.2
G-59,Team 04,2892,SBS,Derek Scott,M,4.0
G-59,Team 04,3084,MAE,Kira Shimizu,F,4.09
G-59,Team 04,3912,CoB (NBS),Zane Patel,M,4.19
G-59,Team 04,5951,CoB (NBS),Sara Yong,F,4.05
G-59,Team 04,792,SoH,Opal Wang,F,4.0
G-59,Team 05,1138,CCEB,Nia Tsai,F,4.04
G-59,Team 05,2154,MAE,Lily Huang,F,4.02
G-59,Team 05,3374,CCEB,Naim Bin Mohamad,M,4.05
G-59,Team 05,3884,CCDS,Kang-Soo Lee,M,4.11
G-59,Team 05,785,CoB (NBS),Safira Binti Aziz,F,3.8
G-59,Team 06,1740,WKW SCI,Nasir Ali,M,4.21
G-59,Team 06,3809,CoB (NBS),Lexi Zhao,F,4.15
G-59,Team 06,41,LKCMedicine,Laras Wati,F,4.73
G-59,Team 06,4914,CCDS,Miles Lim,M,4.06
G-59,Team 06,5616,SPMS,Addison Clarke,F,4.26
G-59,Team 07,201,WKW SCI,Rishi Sharma,M,4.01
G-59,Team 07,2765,SSS,Ivy Thompson,F,4.19
G-59,Team 07,4080,SPMS,Hannah Green,F,4.08
G-59,Team 07,5552,CoB (NBS),Hina Malik,F,4.06
G-59,Team 07,709,EEE,Zhou Chen,M,4.1
G-59,Team 08,1533,EEE,Sandeep Singh,M,4.03
G-59,Team 08,1559,SSS,Hui Ling,F,3.92
G-59,Team 08,1763,CEE,Sofia Yang,F,4.02
G-59,Team 08,1833,CoB (NBS),Fiona Chang,F,4.05
G-59,Team 08,4458,NIE,Axel Liu,M,4.18
G-59,Team 09,134,CoB (NBS),Chloe Evans,F,4.25
G-59,Team 09,2183,SSS,Zachary Zhang,M,4.19
G-59,Team 09,5320,EEE,Jasper Ortiz,M,4.17
G-59,Team 09,557,CCDS,Nguyen Thi Mai,F,3.9
G-59,Team 09,867,SoH,Eka Ramadhan,F,4.05
G-59,Team 10,138,CoB (NBS),Alya Binti Rahim,F,4.52
G-59,Team 10,3535,SBS,Daisy Cheung,F,3.96
G-59,Team 10,4455,EEE,Gunnar Yang,M,4.02
G-59,Team 10,4662,SPMS,Eli Carter,M,3.95
G-59,Team 10,985,CCDS,Alyssa Scott,F,3.94
G-60,Team 01,1819,MSE,Pablo Reyes,M,4.1
G-60,Team 01,4161,NIE,Omer Qureshi,M,4.22
G-60,Team 01,4285,CoB (NBS),Owen Wright,M,4.12
G-60,Team 01,4707,SPMS,Wang Li,F,4.11
G-60,Team 01,5803,CCDS,Diana Lewis,F,3.86
G-60,Team 02,1742,CoE,Lucas Thompson,M,4.0
G-60,Team 02,2231,CoB (NBS),Umair Shah,M,4.2
G-60,Team 02,4011,NIE,Liam Reyes,M,4.11
G-60,Team 02,535,SPMS,Zhong Wei,F,4.02
G-60,Team 02,5524,CCDS,Nadia Binti Jamil,F,4.1
G-60,Team 03,2020,CoB (NBS),Noel Wu,M,4.08
G-60,Team 03,2072,EEE,Lina Chen,F,4.18
G-60,Team 03,2143,MAE,Fern Lim,F,4.09
G-60,Team 03,4153,NIE,Zachary Chen,M,4.05
G-60,Team 03,5055,CCEB,Sung-Jin Kim,M,4.18
G-60,Team 04,1668,EEE,Rina Matsui,M,4.16
G-60,Team 04,2244,MAE,Juna Wang,F,4.17
G-60,Team 04,3931,EEE,Yvette Santos,F,4.03
G-60,Team 04,4441,SBS,Yoshiko Sakamoto,F,4.14
G-60,Team 04,607,WKW SCI,Ren Tan,M,4.14
G-60,Team 05,1931,CCEB,Haoran Wang,M,4.14
G-60,Team 05,2915,EEE,Aaron Hall,M,4.12
G-60,Team 05,5964,ADM,Nora Jenkins,F,4.19
G-60,Team 05,5968,CoB (NBS),Sophia Tan,F,4.18
G-60,Team 05,881,MAE,Tamara Tan,F,4.09
G-60,Team 06,1073,CCDS,Carl Lee,M,3.88
G-60,Team 06,3006,CoB (NBS),Ritika Iyer,F,4.01
G-60,Team 06,381,NIE,Chloe Huang,F,3.97
G-60,Team 06,4394,LKCMedicine,Linda Chen,F,4.02
G-60,Team 06,4411,CEE,Leonardus Budi,M,4.05
G-60,Team 07,2613,CCDS,Alexander Cox,M,3.88
G-60,Team 07,3684,SBS,Kiara Chen,F,4.04
G-60,Team 07,4486,CEE,Gage Yang,M,4.18
G-60,Team 07,4650,SSS,Vanessa Cabral,F,4.09
G-60,Team 07,652,CoB (NBS),Puti Rahayu,F,4.2
G-60,Team 08,1031,CoB (NBS),Nina Binti Omar,F,3.9
G-60,Team 08,1335,SoH,Zhou Min,M,4.01
G-60,Team 08,413,SSS,Pooja Bhatia,F,4.01
G-60,Team 08,4531,SPMS,Keng Jie Tan,M,4.12
G-60,Team 08,718,SoH,Heidi Tan,F,4.19
G-60,Team 09,170,SoH,Liang Chen,M,4.14
G-60,Team 09,2542,SPMS,Isaac Rodriguez,M,4.12
G-60,Team 09,2834,WKW SCI,Eva Lee,F,4.09
G-60,Team 09,358,SSS,Isabella Torres,F,4.15
G-60,Team 09,5995,CoB (NBS),Nandita Roy,F,4.17
G-60,Team 10,2454,MAE,Boris Villanueva,M,4.09
G-60,Team 10,31,CoB (NBS),Cassidy Kim,F,4.12
G-60,Team 10,3443,SoH,Elina Binti Mohd,F,4.2
G-60,Team 10,3741,SPMS,Arjun Kumar,M,4.48
G-60,Team 10,3980,SSS,Aria Liu,F,4.09
G-61,Team 01,1055,LKCMedicine,Jacob Yang,M,4.18
G-61,Team 01,1438,SSS,Quang Tran,M,3.85
G-61,Team 01,2328,CCDS,Tristan Harris,M,4.14
G-61,Team 01,4665,MAE,Aina Binti Zain,F,4.05
G-61,Team 01,5383,CoB (NBS),Hannah Patel,F,4.19
G-61,Team 02,4592,SoH,Parker Li,M,4.27
G-61,Team 02,4968,CoB (NBS),Vanessa Lim,F,3.9
G-61,Team 02,521,MAE,Leila Wong,F,3.97
G-61,Team 02,5259,CCDS,Isaac Martinez,M,4.03
G-61,Team 02,5583,SoH,Zhenyu,F,4.15
G-61,Team 03,1536,CCDS,Quang Tran,M,4.08
G-61,Team 03,352,CoE,Yasmin Naeem,F,4.08
G-61,Team 03,4533,CoE,Jayden Chen,M,4.2
G-61,Team 03,5651,CEE,Ella Garcia,F,3.92
G-61,Team 03,5833,MAE,Mikayla Murphy,F,4.2
G-61,Team 04,1194,CoE,Karan Joshi,M,4.02
G-61,Team 04,2488,MAE,Aifen,F,4.05
G-61,Team 04,3160,CCEB,Tanya Nair,F,4.04
G-61,Team 04,3263,EEE,Jun Chen,M,4.12
G-61,Team 04,987,SoH,Miyuki Ikeda,F,4.19
G-61,Team 05,2831,MAE,Sushma Rao,F,4.06
G-61,Team 05,3890,SSS,Marta Sihombing,F,3.95
G-61,Team 05,5240,EEE,Kazuki Watanabe,M,4.09
G-61,Team 05,5264,NIE,Karan Kapoor,M,4.0
G-61,Team 05,5654,CCEB,Siti Aisha,F,4.14
G-61,Team 06,1259,SoH,Shafina Binti Ahmad,F,4.3
G-61,Team 06,1261,CCDS,Sophia Patel,F,4.01
G-61,Team 06,1456,SBS,Kumar Sundaram,M,4.15
G-61,Team 06,3123,SSS,Isabella Martinez,F,4.07
G-61,Team 06,355,EEE,Zhang Ming,M,4.14
G-61,Team 07,2879,SSS,Ananya Kapoor,F,4.11
G-61,Team 07,4877,CCDS,Hazel Goh,F,4.1
G-61,Team 07,5228,CEE,Teddy Kurniawan,M,3.9
G-61,Team 07,5591,SPMS,Samantha Ramos,F,3.93
G-61,Team 07,5680,CoB (NBS),Quincy Li,M,4.22
G-61,Team 08,2722,CoB (NBS),James Thompson,M,4.3
G-61,Team 08,3454,CCDS,Gita Tan,F,4.02
G-61,Team 08,3671,SPMS,Hui Ying,F,3.95
G-61,Team 08,3950,EEE,Sana Javed,F,4.02
G-61,Team 08,5362,CEE,Pandu Rahmat,M,4.0
G-61,Team 09,3918,CCDS,Erqi,F,4.3
G-61,Team 09,46,CEE,Harsh Sharma,M,4.0
G-61,Team 09,5858,EEE,Dewi Tan,F,4.05
G-61,Team 09,608,SBS,Cleo Tan,F,4.01
G-61,Team 09,728,CoB (NBS),Elijah Murphy,M,4.03
G-61,Team 10,2272,EEE,Cathy Liu,F,4.04
G-61,Team 10,4433,CoB (NBS),Wilfredo Salazar,M,4.03
G-61,Team 10,5245,CCEB,Chloe Martinez,F,3.87
G-61,Team 10,5911,CCDS,Bunga Sari,F,4.25
G-61,Team 10,965,MAE,Paul Allen,M,4.03
G-62,Team 01,1299,CCDS,George So,M,4.17
G-62,Team 01,3163,CoB (NBS),Anya Wong,F,4.01
G-62,Team 01,3560,WKW SCI,Ethan Martinez,M,4.2
G-62,Team 01,3619,EEE,Jack Nelson,M,3.94
G-62,Team 01,5575,SPMS,Hannah Rodriguez,F,4.01
G-62,Team 02,2436,CCEB,Shalina Lee,F,4.0
G-62,Team 02,3201,CCDS,Kamal Ahmed,M,3.95
G-62,Team 02,3230,CoB (NBS),Kangming,F,4.2
G-62,Team 02,4494,MSE,Hiroki Fujimoto,M,3.91
G-62,Team 02,758,EEE,Kaden White,M,3.95
G-62,Team 03,2338,CCDS,Hunter Carter,M,4.04
G-62,Team 03,3781,EEE,Oliver Lim,M,4.14
G-62,Team 03,3808,CoB (NBS),Karishma Shah,F,3.95
G-62,Team 03,5907,CCEB,Zhihao,F,4.05
G-62,Team 03,889,ASE,Nikolai Alvarado,M,4.18
G-62,Team 04,1804,MSE,Sebastian Mitchell,M,4.11
G-62,Team 04,2205,EEE,Zeke Yang,M,4.0
G-62,Team 04,3062,CoB (NBS),Saanvi Gupta,F,4.16
G-62,Team 04,3125,CCDS,Carter Edwards,M,4.16
G-62,Team 04,5464,MAE,Miranda Wu,F,4.04
G-62,Team 05,148,MAE,Saanvi Iyer,F,3.9
G-62,Team 05,3613,CoB (NBS),Xena Nelson,F,4.08
G-62,Team 05,3883,CCDS,Sultan Bin Rahman,M,4.1
G-62,Team 05,4699,SBS,Harrison Torres,M,4.09
G-62,Team 05,5481,WKW SCI,Tyler Adams,M,3.89
G-62,Team 06,2232,CEE,Rashmika Jain,F,4.02
G-62,Team 06,2554,SoH,Zainab Binti Jamal,F,4.2
G-62,Team 06,3346,SoH,Nishant Kapoor,M,4.03
G-62,Team 06,4222,CCDS,Usman Rehman,M,3.92
G-62,Team 06,643,EEE,Lenora Chang,F,4.09
G-62,Team 07,1489,SoH,Savannah Chen,F,4.15
G-62,Team 07,3094,EEE,Christian Liu,M,4.05
G-62,Team 07,3718,SSS,Pooja Agarwal,F,4.01
G-62,Team 07,5425,CCEB,Nate Chan,M,4.2
G-62,Team 07,5629,EEE,Hazel Chen,F,4.03
G-62,Team 08,329,CoB (NBS),Tariq Iqbal,M,4.06
G-62,Team 08,3326,SSS,Nia Lee,F,4.21
G-62,Team 08,3646,SBS,Miho Sato,F,4.15
G-62,Team 08,4088,CCDS,Mira Tan,F,4.08
G-62,Team 08,900,SPMS,Owais Hussain,M,3.93
G-62,Team 09,1558,SPMS,Jaxon Wood,M,4.22
G-62,Team 09,2093,LKCMedicine,Clara Murphy,F,4.12
G-62,Team 09,363,CCDS,Maya Binti Rahman,F,4.2
G-62,Team 09,3806,CoB (NBS),Harvey Wu,M,4.26
G-62,Team 09,4861,SBS,Jasmine Lim,F,3.92
G-62,Team 10,1046,CCDS,Ava Allen,F,4.14
G-62,Team 10,1822,CoB (NBS),Andrei Sokolov,M,4.08
G-62,Team 10,2051,SPMS,Carter Brown,M,3.86
G-62,Team 10,3015,ADM,Aria Nair,F,4.02
G-62,Team 10,3035,EEE,Yumiko Takeda,F,4.01
G-63,Team 01,264,CCEB,Rhett Chen,M,4.22
G-63,Team 01,2662,MAE,Ariana Liu,F,4.09
G-63,Team 01,3733,EEE,Demi Lee,F,4.06
G-63,Team 01,3946,SBS,Dimas Santoso,M,4.01
G-63,Team 01,915,CCDS,Jett Li,M,4.02
G-63,Team 02,1680,SBS,Glenn Lim,M,4.2
G-63,Team 02,3306,MAE,Kiran Khanna,F,3.85
G-63,Team 02,3719,CCEB,Isaiah Patel,M,4.07
G-63,Team 02,5848,CCDS,Chao Wang,M,4.01
G-63,Team 02,856,EEE,Sita Rahman,F,4.22
G-63,Team 03,295,MAE,Nina Kelly,F,4.03
G-63,Team 03,4544,CCDS,Naresh Kumar,M,4.05
G-63,Team 03,5348,CoE,Nikolai Semyonov,M,4.03
G-63,Team 03,5538,CCEB,Vishnu Rao,M,4.07
G-63,Team 03,606,SSS,Lily Carter,F,4.17
G-63,Team 04,1137,ASE,Qiming,M,4.05
G-63,Team 04,1528,WKW SCI,Ethan Johnson,M,4.3
G-63,Team 04,1963,SoH,Elvin Wong,M,4.22
G-63,Team 04,2950,SoH,Nikita Patel,F,4.03
G-63,Team 04,4347,SSS,Neelam Singh,F,4.1
G-63,Team 05,3186,WKW SCI,Saqib Khan,M,4.15
G-63,Team 05,4205,SSS,Wenyi,F,4.15
G-63,Team 05,5007,SoH,Rei Takahashi,M,3.94
G-63,Team 05,5600,SoH,Anjali Bhatia,F,4.06
G-63,Team 05,633,SPMS,Shahbaz Malik,M,4.06
G-63,Team 06,291,EEE,Le Minh Tuan,M,4.09
G-63,Team 06,389,WKW SCI,Sung-Jin Lee,M,4.0
G-63,Team 06,4203,CoB (NBS),Zhou Min,F,4.2
G-63,Team 06,4735,CEE,Jacob Lin,F,4.06
G-63,Team 06,5893,CCDS,Sophia Scott,F,4.18
G-63,Team 07,1671,CoB (NBS),Megan Wright,F,4.1
G-63,Team 07,2709,MAE,Zachary Young,M,4.12
G-63,Team 07,3271,CoB (NBS),Lina Wong,F,3.85
G-63,Team 07,3758,CCDS,Laila Binti Rahim,F,4.15
G-63,Team 07,4415,CEE,Zhou Li,M,3.9
G-63,Team 08,1098,CCDS,Emma Li,F,4.03
G-63,Team 08,1215,LKCMedicine,Feng Qian,F,4.1
G-63,Team 08,2870,SPMS,Tomoko Sato,F,4.19
G-63,Team 08,5944,CEE,Hikaru Sato,M,4.13
G-63,Team 08,748,MAE,Mason Reed,M,4.21
G-63,Team 09,2268,SPMS,Leila Tan,F,3.95
G-63,Team 09,2606,MSE,Chloe Tam,F,3.88
G-63,Team 09,2861,MAE,Ethan Wong,M,4.08
G-63,Team 09,4465,CCDS,Dingming,F,4.0
G-63,Team 09,483,SSS,Nathan Lee,M,4.05
G-63,Team 10,154,MAE,Benedict Cruz,M,4.0
G-63,Team 10,199,CCEB,Devika Nair,F,4.25
G-63,Team 10,4064,CoE,Chandni Sethi,F,4.06
G-63,Team 10,4619,EEE,Sung-Jo Lee,M,4.01
G-63,Team 10,5225,CCDS,Aasiyah Khan,F,4.09
G-64,Team 01,2179,CoE,Faisal Naeem,M,4.23
G-64,Team 01,2598,MAE,Daniel Green,M,4.11
G-64,Team 01,3378,CoB (NBS),Zara Dwi,F,4.0
G-64,Team 01,3894,SoH,Scarlett Young,F,3.88
G-64,Team 01,530,EEE,Hiroki Tanaka,M,4.1
G-64,Team 02,1244,EEE,Kain Yang,M,4.09
G-64,Team 02,2461,CoB (NBS),Hoa Tran,F,4.25
G-64,Team 02,2544,CoE,Dong-Soo Lee,M,4.2
G-64,Team 02,4554,WKW SCI,Andrei Konstantinov,M,4.05
G-64,Team 02,5619,CCDS,Diana Tan,F,4.01
G-64,Team 03,1026,SPMS,Farooq Khan,M,4.22
G-64,Team 03,2585,SoH,Bethany Wang,F,4.11
G-64,Team 03,523,WKW SCI,Bobby Yip,M,4.09
G-64,Team 03,5758,SSS,Chloe Lim,F,4.03
G-64,Team 03,5832,EEE,Logan Rivera,M,4.14
G-64,Team 04,332,SPMS,Daniel Robinson,M,4.2
G-64,Team 04,3784,MAE,Ranya Ibrahim,F,4.12
G-64,Team 04,4823,CEE,Jacob Bennett,M,4.14
G-64,Team 04,5779,SSS,Evelyn Collins,F,4.18
G-64,Team 04,616,EEE,Ravi Yadav,M,4.2
G-64,Team 05,2688,SBS,Kenneth Tan,M,4.19
G-64,Team 05,3977,EEE,Zane Wu,M,4.09
G-64,Team 05,4141,SSS,Kamran Shah,M,4.14
G-64,Team 05,5117,SPMS,Emily Thompson,F,4.05
G-64,Team 05,5404,MAE,Ava Li,F,4.01
G-64,Team 06,3359,CEE,Tyler Price,M,4.17
G-64,Team 06,3544,WKW SCI,Simran Bhatia,F,4.27
G-64,Team 06,4233,CCDS,Sandi Prasetyo,M,4.1
G-64,Team 06,4582,MAE,Brendan Reyes,M,4.15
G-64,Team 06,4583,EEE,Xiaoling Zhou,F,4.03
G-64,Team 07,3322,EEE,Sara Martin,F,4.19
G-64,Team 07,4034,CCDS,Gage Wright,M,3.87
G-64,Team 07,4697,NIE,Talia Chen,F,4.12
G-64,Team 07,4957,CoB (NBS),Syahrul Bin Mohd,M,3.85
G-64,Team 07,5961,CCEB,Uy Nguyen,F,4.01
G-64,Team 08,2059,CoB (NBS),Ningqi,M,4.2
G-64,Team 08,2948,SBS,Mira Binti Bakar,F,3.85
G-64,Team 08,4501,CCDS,Elias Bennett,M,4.03
G-64,Team 08,5929,CCEB,Mi-Ra Kim,F,4.12
G-64,Team 08,873,EEE,Renee Tan,F,4.22
G-64,Team 09,3058,EEE,Layla Khan,F,4.26
G-64,Team 09,3666,CoE,Lina Rahmawati,F,4.1
G-64,Team 09,3877,CCEB,Leila Dela Cruz,F,4.06
G-64,Team 09,3881,SoH,Leo Xu,M,4.14
G-64,Team 09,4226,CoB (NBS),Ethan Moore,M,4.19
G-64,Team 10,2399,ADM,Chaya Desai,F,3.85
G-64,Team 10,3464,CoB (NBS),Chen Yi,M,4.05
G-64,Team 10,794,EEE,Dina Sari,F,4.15
G-64,Team 10,841,CCEB,Cherie Wong,F,4.1
G-64,Team 10,926,SoH,Khairul Bin Ali,M,3.9
G-65,Team 01,1666,NIE,Wyatt Thompson,M,4.26
G-65,Team 01,2527,CEE,Kiran Malhotra,M,3.8
G-65,Team 01,2929,CCDS,Orion Setiawan,M,4.05
G-65,Team 01,4120,CCEB,Ika Binti Zain,F,4.2
G-65,Team 01,538,MAE,Diana Yeo,F,4.09
G-65,Team 02,1035,CCEB,Nandini Rao,F,4.18
G-65,Team 02,3060,CCDS,Jing Chen,M,3.97
G-65,Team 02,3513,MAE,Nikita Sinha,F,4.03
G-65,Team 02,3746,NIE,Evan Lewis,M,3.86
G-65,Team 02,59,SoH,Zheng Rui,M,4.18
G-65,Team 03,2762,EEE,Vivi Anggraini,F,4.1
G-65,Team 03,4169,NIE,Ilya Semyonov,M,3.9
G-65,Team 03,4375,CCEB,Naomi Cheung,F,4.06
G-65,Team 03,5049,MAE,Prisha Ong,F,4.15
G-65,Team 03,5459,CCDS,Kai Zhang,M,4.04
G-65,Team 04,1291,CoE,Khanh Le,M,4.2
G-65,Team 04,14,SBS,Tanisha Desai,F,4.03
G-65,Team 04,2510,MAE,Xena Santos,F,4.19
G-65,Team 04,2866,CCDS,Owen Chan,M,4.18
G-65,Team 04,2953,CCEB,Shivani Tan,F,4.15
G-65,Team 05,1037,CoE,Yuuta Nakamura,M,4.12
G-65,Team 05,2082,SSS,Grace Yang,F,4.12
G-65,Team 05,211,CoB (NBS),Elle Li,F,4.03
G-65,Team 05,468,EEE,Harith Bin Rahman,M,4.05
G-65,Team 05,708,CoE,Sophie Wright,F,4.03
G-65,Team 06,2234,SSS,Elena Chua,F,4.22
G-65,Team 06,3458,SBS,Nguyen Van Thanh,F,4.11
G-65,Team 06,4049,EEE,William Yang,M,4.14
G-65,Team 06,4478,SoH,Jin Wei Tan,M,4.1
G-65,Team 06,5782,CoB (NBS),Akiko Matsuda,F,4.03
G-65,Team 07,3393,CCDS,Sonia Ong,F,4.15
G-65,Team 07,3587,SPMS,Benjamin Hernandez,M,4.12
G-65,Team 07,3644,LKCMedicine,Mira Binti Ali,F,4.1
G-65,Team 07,5134,SSS,Alice Wall,F,4.06
G-65,Team 07,5871,LKCMedicine,Joshua Wang,M,4.18
G-65,Team 08,1072,CCDS,Naya Tan,F,3.92
